bestObjID,class,z,dered_u,dered_g,dered_r,dered_i,dered_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z
1237666406848070175,STAR,-0.0005660757,23.35449,21.44163,21.21063,21.04029,20.95846,0.5709234,0.0488292,0.05155158,0.06640083,0.2301205
1237664291000811738,GALAXY,0.2510221,21.68846,19.68354,18.2133,17.67401,17.40694,0.2890003,0.02339188,0.01110795,0.009467832,0.02496057
1237667782815056886,GALAXY,0.6807278,22.9363,22.59695,20.85877,19.62202,19.02735,0.5800313,0.1935028,0.06074803,0.02992459,0.07388848
1237680071250870399,GALAXY,0.1624927,20.9191,18.43628,17.22482,16.73076,16.35768,0.2360239,0.01281855,0.007117117,0.00676482,0.013179
1237662302447337977,GALAXY,0.03227037,19.3161,18.12939,17.72928,17.50957,17.47714,0.07035962,0.01244155,0.01181596,0.01482658,0.05390587
1237654398617321572,GALAXY,0.4895472,24.29166,22.03452,20.19662,19.35773,18.82901,1.503608,0.1488096,0.04453436,0.03347113,0.07463464
1237667730199085250,GALAXY,0.5056695,23.71889,22.2195,20.35076,19.43201,19.06467,1.096557,0.1599998,0.04285713,0.02680786,0.06258346
1237663784202797240,STAR,-0.0001590715,19.62586,16.98361,15.70745,15.15154,14.86453,0.0313025,0.005063649,0.005243459,0.005210814,0.005586492
1237664669514531051,STAR,-9.721389e-05,21.10696,20.11064,19.86476,19.77159,19.78195,0.07413064,0.01708036,0.01761981,0.02357472,0.07212562
1237663530252173721,GALAXY,0.1326995,20.39217,18.48066,17.43277,16.97599,16.66073,0.1222288,0.01123848,0.007518105,0.007227222,0.01834907
1237663458313897328,GALAXY,0.3879026,23.58598,22.47553,20.48967,19.9598,19.50884,0.8394293,0.1766324,0.0417918,0.03865678,0.0867008
1237678622239359125,GALAXY,0.1333453,19.90647,17.93932,16.88917,16.45492,16.08701,0.08432012,0.008393826,0.005356517,0.005125136,0.01028583
1237679460286398739,STAR,-0.0001924293,21.26058,19.94605,19.39083,19.2569,19.03139,0.1454107,0.01997535,0.01574651,0.01687877,0.04369739
1237661069235716290,GALAXY,0.4135903,24.34948,21.49414,19.82104,19.0255,18.75335,1.485911,0.0895714,0.03101746,0.02239668,0.06738087
1237658424097898634,STAR,0.0005491073,18.31058,17.2777,16.88255,16.7341,16.69272,0.01616927,0.00458397,0.004690481,0.005081861,0.009630181
1237652935647625540,STAR,9.502939e-05,19.9367,18.42788,17.81662,17.59518,18.87803,0.04732046,0.00831658,0.007091399,0.007612099,0.04678622
1237662696497414358,GALAXY,0.0769057,19.19513,17.79635,17.1517,16.7789,16.56247,0.0504731,0.007979199,0.007774717,0.008798636,0.01937836
1237657584949395634,GALAXY,0.07941263,19.55486,18.16773,17.55165,17.14119,16.88795,0.07162286,0.01061838,0.008559893,0.008517561,0.0219927
1237671123231310020,GALAXY,0.04169597,19.0681,17.39395,16.60376,16.2444,15.96582,0.04300673,0.006266441,0.004702481,0.004624432,0.009260757
1237659330311618928,STAR,3.098982e-05,21.42056,20.35637,20.27451,20.26956,20.13361,0.169504,0.02315491,0.0291028,0.03697422,0.1457517
1237679477473805088,QSO,4.110369,26.02395,21.51891,20.45811,20.14297,20.5022,0.4448645,0.05920383,0.03240205,0.03287843,0.1686931
1237651251502252191,GALAXY,0.08437092,18.56817,17.26182,16.63983,16.2297,15.98389,0.03067762,0.005306949,0.004647456,0.004438867,0.01139829
1237660637061251459,GALAXY,0.5162371,25.33714,22.3533,20.67675,19.69121,19.19213,1.235645,0.1646485,0.05940485,0.03818702,0.08851615
1237663917337674107,QSO,1.473407,19.45752,19.40259,19.27653,19.11927,19.0821,0.03423607,0.01257738,0.013722,0.01563309,0.05783204
1237671956445200542,GALAXY,0.07875848,19.24327,18.17021,17.71678,17.43246,17.29879,0.05313599,0.009596406,0.00984937,0.01151461,0.04195514
1237655495980286480,GALAXY,0.3582444,22.93052,20.94974,19.21711,18.53822,18.0215,0.9517353,0.0698776,0.02323638,0.02007238,0.04670303
1237662663216136453,STAR,-0.000663609,20.24778,19.2537,18.80686,18.65045,18.66456,0.05187927,0.01081996,0.01008115,0.01195521,0.04781779
1237648720693100902,GALAXY,0.5865623,23.8491,22.55851,20.90061,19.94318,19.44367,0.9928154,0.1921231,0.06712692,0.04178451,0.09899268
1237663783136068746,GALAXY,0.9811918,22.12527,22.05243,21.10302,20.48777,21.2589,0.5743287,0.2453075,0.1524598,0.1301436,0.8340234
1237666340799840840,GALAXY,0.3220195,21.9926,20.51848,19.29402,18.77156,18.40847,0.3343944,0.03484016,0.01903882,0.01851238,0.04525486
1237678906245972447,GALAXY,0.4730252,23.8339,21.80565,20.01382,19.14766,18.52938,2.437668,0.2205263,0.06652091,0.04064655,0.08918478
1237656239008383781,GALAXY,0.786599,22.37678,22.25603,21.88552,21.44988,20.9324,0.4143052,0.1448596,0.1459039,0.1397417,0.3204847
1237667227681948720,GALAXY,0.629449,24.87815,24.15576,21.68131,20.55477,19.85771,1.100701,0.6696903,0.1271116,0.07945266,0.165656
1237667210518069916,GALAXY,0.8212523,22.09424,21.86278,21.60683,20.70045,20.22818,0.2806727,0.1039852,0.1405327,0.1080311,0.2666455
1237657590854844785,GALAXY,0.6849224,23.40292,21.92879,21.31153,20.30381,19.64162,1.108056,0.1115313,0.1131166,0.06666926,0.1570759
1237680529208836424,GALAXY,0.1532439,20.23144,18.31904,17.15505,16.70143,16.30637,0.1292928,0.01138919,0.007111699,0.006978508,0.01498466
1237680066953871620,STAR,-0.001076721,19.6987,18.86152,18.57873,18.48853,18.43046,0.05181237,0.01102923,0.01040435,0.01281446,0.03346772
1237659118791688704,QSO,3.763299,25.71269,20.82478,19.60107,19.57587,19.51753,0.727689,0.03504341,0.01950779,0.0254786,0.08324612
1237661361304896186,GALAXY,0.3365948,23.21639,21.08124,19.3197,18.70812,18.28975,0.7064978,0.05282028,0.01870737,0.01689915,0.04235969
1237648720171106322,GALAXY,0.6069087,24.55738,21.71131,20.19152,19.18169,18.59769,1.381451,0.1202742,0.04357883,0.02701253,0.05786919
1237680250561298804,STAR,-0.0002806352,19.47707,18.56127,18.2722,18.1814,18.16681,0.0337243,0.008115384,0.008295512,0.009733049,0.02628467
1237658205053190225,STAR,-2.426771e-05,21.22691,19.58262,18.96125,18.69869,18.59754,0.09437899,0.01311066,0.01092391,0.0117539,0.03204159
1237671123769163879,STAR,6.304806e-05,24.92048,22.04911,20.02481,18.87747,18.18924,1.138135,0.1562279,0.04093542,0.02062571,0.03801965
1237655464316371104,GALAXY,0.1542606,19.50756,17.53873,16.36483,15.90504,15.58007,0.06575805,0.006649668,0.004121321,0.003985605,0.009224977
1237661433777422771,GALAXY,0.3156967,23.57308,21.87836,20.11424,19.56691,19.18983,0.7220889,0.08178928,0.02949945,0.02681646,0.06593705
1237662964931232152,STAR,-0.0003808499,18.68821,17.23163,16.71503,16.54423,16.46961,0.02718916,0.005702048,0.004975964,0.005347375,0.009412062
1237663305841443126,STAR,-0.0001310921,18.93066,17.39707,16.87053,16.70182,16.63772,0.02529388,0.005221656,0.004483512,0.004742748,0.009756411
1237671073297138054,STAR,-0.0002433123,19.55398,17.98898,17.38308,17.11563,16.96884,0.04517905,0.006677548,0.005502325,0.005993699,0.01276742
1237664879412904570,GALAXY,0.4499402,22.56762,21.40129,19.79658,18.99774,18.61685,0.7232834,0.09559946,0.03426843,0.02315651,0.06538728
1237658203444281551,STAR,1.546889e-05,24.58971,20.74601,19.24585,18.69018,18.35888,0.6700309,0.02856723,0.01235003,0.01144853,0.0260215
1237657630066016389,STAR,-8.369266e-05,21.81968,19.35878,18.27467,17.8195,17.57035,0.1526881,0.01171274,0.00765139,0.007673279,0.01454651
1237680285994189165,GALAXY,0.187763,21.39055,18.78718,17.45948,16.94419,16.5692,0.5195405,0.01738369,0.009025575,0.008328315,0.01871746
1237651538704990401,GALAXY,0.1341258,20.69123,18.71945,17.57885,17.07228,16.6807,0.1317923,0.01252095,0.007615393,0.007018718,0.01658583
1237661966361690327,STAR,-0.0001343609,21.64076,20.40354,20.26332,20.12709,20.02402,0.1915364,0.02738691,0.0325201,0.03666867,0.1180637
1237670449980506420,GALAXY,0.138596,20.29645,18.33356,17.20576,16.74368,16.3937,0.1135884,0.009450551,0.006099206,0.005549182,0.01295016
1237661873489641771,QSO,1.421822,22.2507,21.95044,21.78331,21.7981,22.30022,0.1975637,0.05766976,0.07645246,0.11496,0.4448048
1237651192424759344,STAR,0.0002033801,18.76049,16.35027,15.31647,14.93703,14.73767,0.02098698,0.00389135,0.003502974,0.003711876,0.004517826
1237659131668660899,GALAXY,0.5241154,21.9999,21.19336,19.81108,19.07629,18.8099,0.4247015,0.0842884,0.0391332,0.02983205,0.08000379
1237652598489743820,GALAXY,0.07318995,17.64211,15.78674,15.02831,14.66313,14.38066,0.02203947,0.003362483,0.002667192,0.002661107,0.004808886
1237662226203803762,GALAXY,0.09527767,20.02312,18.36485,17.45293,17.01194,16.70609,0.08300225,0.009266917,0.006448389,0.006210276,0.01341479
1237661150304600068,STAR,3.314273e-05,19.09118,18.08017,17.72122,17.60318,17.57216,0.02150328,0.005942859,0.005813612,0.006648479,0.01595215
1237657858210988173,GALAXY,0.08689963,19.03068,17.57459,16.84352,16.46699,16.2354,0.04140176,0.006172871,0.004961664,0.005286784,0.01334737
1237665025448542396,STAR,-0.0005708971,20.88768,19.55852,19.70625,19.79547,19.98254,0.07586486,0.01216579,0.01614043,0.0210808,0.09383075
1237661068165054921,GALAXY,0.2635497,21.94517,19.85865,18.3728,17.78938,17.43021,0.3223138,0.02749245,0.01074225,0.009720569,0.02321216
1237653589021426263,GALAXY,0.5616306,22.54345,22.17467,20.61418,19.98702,19.51245,0.5476629,0.1623627,0.05720331,0.05191158,0.1283671
1237654880197869881,GALAXY,0.5010902,25.20237,21.98142,20.15374,19.15169,18.69286,1.543444,0.150192,0.0425536,0.02561494,0.06120711
1237678858465837667,GALAXY,0.5104247,22.47636,21.57075,19.60328,18.65533,18.20151,0.8882011,0.1285267,0.03959037,0.02487898,0.05698991
1237679460822876888,GALAXY,0.5675325,23.48166,23.45882,21.87577,20.64893,19.94278,1.142276,0.4179348,0.1518521,0.0619005,0.1301004
1237659119335637152,STAR,2.904327e-05,17.85904,17.60213,17.89026,18.17056,18.44571,0.01342801,0.005305888,0.006761387,0.009355823,0.03600492
1237669771375673784,GALAXY,0.6496912,23.64579,22.67639,21.24013,20.0567,19.86399,1.217985,0.1994696,0.0838669,0.04253015,0.1543703
1237672763365261658,GALAXY,0.1378389,20.56893,18.6607,17.59024,17.13089,16.74235,0.1366283,0.01279528,0.007354815,0.007049777,0.01548591
1237667538010439822,STAR,6.383676e-05,21.63275,19.22701,17.8176,16.63436,15.98689,0.1293973,0.0102528,0.006486353,0.005185456,0.007046815
1237666229111491235,STAR,-0.0002989139,18.70907,17.19821,16.63272,16.43511,16.31361,0.02853556,0.005192332,0.004440311,0.00452696,0.008626208
1237672837983174998,GALAXY,0.5344925,23.68546,21.85069,20.41199,19.54151,18.95926,2.023197,0.1565876,0.0663306,0.04421633,0.1064008
1237664819284672634,GALAXY,0.3520845,23.75713,20.58212,18.88821,18.29014,17.82049,1.297322,0.03859232,0.01473553,0.01232242,0.0310872
1237661354317250901,STAR,2.372656e-05,22.90859,20.92603,19.80349,19.42755,19.08004,0.5573316,0.03697751,0.02066119,0.02106546,0.05116489
1237662498928722670,GALAXY,0.6617587,21.71997,21.47269,20.55636,19.77635,19.29681,0.2071127,0.07027483,0.04752294,0.03575365,0.09336137
1237661137962926567,GALAXY,0.496407,24.32759,21.07899,19.40646,18.57343,18.2019,1.64526,0.07064298,0.0258842,0.01980331,0.0538893
1237662525765779772,QSO,2.287738,21.99861,21.03674,21.03514,20.7809,20.35187,0.2484504,0.04639619,0.05994276,0.07656361,0.2036343
1237659163353023107,GALAXY,1.446853,21.67215,21.7684,21.79952,21.85882,21.4479,0.1174051,0.05785722,0.08267802,0.1400529,0.3177392
1237667910590333034,GALAXY,0.06631444,19.81956,18.07981,17.2114,16.84755,16.54667,0.05287677,0.007078449,0.005418811,0.005470085,0.01095287
1237679997155607255,GALAXY,0.4653966,22.74409,22.09268,20.39901,19.60888,19.26388,0.7840161,0.1564135,0.04881767,0.03414848,0.09602608
1237667293732340028,QSO,2.501949,21.72016,21.23504,21.14382,21.14516,20.55274,0.1230177,0.03928166,0.04762634,0.06917033,0.1404475
1237667142866764015,QSO,2.402147,21.49782,20.88984,20.97009,20.76986,20.16619,0.1309891,0.03258621,0.0489342,0.05813591,0.1457643
1237667252944634391,GALAXY,0.4429208,24.19084,21.46978,19.92276,19.11779,18.64805,1.363527,0.09516759,0.0349512,0.0268025,0.05956107
1237668299286839312,STAR,0.0001788223,17.22664,15.69388,15.08035,14.87953,14.78781,0.01034726,0.003929639,0.00366238,0.003691394,0.004838318
1237666185108718452,GALAXY,0.4855863,25.50917,21.56163,20.0776,19.24674,18.76753,0.8402516,0.09600927,0.03838474,0.02846886,0.08095688
1237659149386973851,STAR,-0.0005254167,22.44827,21.1486,20.70771,20.60075,20.38175,0.3005655,0.04209626,0.0423792,0.05848803,0.2007088
1237679542973235478,GALAXY,0.4878057,24.7603,21.49763,20.45853,19.77016,19.6332,1.998927,0.1333365,0.07137161,0.05628588,0.1395661
1237659119860449556,GALAXY,0.6574294,23.20144,22.40642,20.74196,19.85412,19.73641,0.6106712,0.1177929,0.04963747,0.03301135,0.114485
1237668270841594740,QSO,1.615621,22.27572,21.61951,21.59189,21.59228,21.37529,0.2477331,0.06697976,0.08141295,0.1280591,0.3832497
1237671940871815462,QSO,0.9841363,20.05152,19.49133,19.19496,19.15407,18.97556,0.0401483,0.01216857,0.01227065,0.01581183,0.0385002
1237671128051220752,GALAXY,0.1043783,20.0365,18.00744,17.09148,16.66783,16.26282,0.05938872,0.006829689,0.004932996,0.004715313,0.009136175
1237662501073715281,GALAXY,0.1000395,19.48246,18.06938,17.37545,16.97943,16.72381,0.05548016,0.007388708,0.006174563,0.006662715,0.01713735
1237661387067163205,QSO,2.255865,22.53744,21.63215,21.48326,21.33067,20.74042,0.2775753,0.06072124,0.07056076,0.08459702,0.1955408
1237661874026775304,GALAXY,0.6712189,23.53158,22.30386,21.00239,20.05852,19.65623,0.806932,0.1160814,0.0618982,0.03963413,0.09695544
1237662336791413056,QSO,1.257578,19.1307,18.99207,18.75955,18.78006,18.99137,0.0243313,0.009310786,0.009676046,0.01229426,0.0490178
1237667252928708771,STAR,-0.0007172625,18.85642,18.06634,17.82773,17.73436,17.7352,0.0197812,0.006432318,0.00665635,0.007339686,0.01668832
1237657613413974645,GALAXY,0.6500107,24.12532,25.14679,21.759,20.72589,19.91035,1.420964,0.8791405,0.1326517,0.08657458,0.1657528
1237668584893644886,STAR,0.0005250216,18.83818,17.63791,17.17623,16.98366,16.91743,0.0241458,0.00590791,0.005777318,0.006203696,0.01119764
1237661150308139328,QSO,2.46881,21.81703,21.0199,20.8844,20.85635,20.82186,0.1402245,0.03121106,0.04375936,0.06246954,0.2077876
1237658493876830548,GALAXY,0.5013524,26.2779,21.34297,19.91119,18.92676,18.56337,0.7095056,0.09539401,0.03909571,0.02620887,0.06835719
1237660412646130427,GALAXY,0.5571824,22.22287,22.49074,21.16142,20.16497,19.99821,0.3071242,0.1559736,0.09328922,0.06120439,0.2192317
1237665128556986605,GALAXY,0.0624334,18.65068,16.79477,15.89248,15.47988,15.15448,0.03242029,0.004043667,0.00335567,0.003336105,0.006771327
1237680249485721812,QSO,2.434062,21.70797,20.62297,20.6375,20.61742,20.36005,0.2206486,0.03304291,0.049144,0.06316745,0.1755446
1237658192686678523,STAR,-3.811018e-05,24.09942,22.86207,21.50008,19.88736,19.0254,0.8056743,0.2050807,0.06892024,0.02847271,0.04422288
1237665129628368995,GALAXY,0.1160887,20.03337,18.60208,17.83941,17.36367,17.14972,0.06942168,0.008853634,0.007148908,0.007338202,0.01925566
1237648702966792303,GALAXY,0.192828,20.62895,18.7278,17.52506,17.03028,16.6772,0.1172152,0.01304435,0.007043439,0.006728037,0.01485786
1237667448340414589,GALAXY,0.0237787,17.7647,16.6027,16.15473,15.90438,15.8161,0.03584858,0.006874797,0.006701109,0.00869401,0.02669249
1237660344473092590,GALAXY,0.4996523,22.85548,22.67797,21.14968,20.26685,19.70546,0.4053525,0.1689974,0.07651476,0.05760869,0.1297894
1237654604783092254,GALAXY,0.06884827,22.28522,20.81991,20.6727,20.30031,20.23859,0.3073032,0.03866319,0.04827888,0.04340403,0.1284838
1237662236932636909,GALAXY,0.5333318,24.25462,23.99563,21.33336,19.8633,19.35744,1.522016,0.7019243,0.1052893,0.0394305,0.08684921
1237661434311803106,QSO,1.331035,20.70732,20.71355,20.42725,20.41272,20.67365,0.05914429,0.02419799,0.02599573,0.03427053,0.1584972
1237669766009389293,QSO,2.223242,20.46048,20.01851,20.07929,20.02675,19.88665,0.06045201,0.01892996,0.02141701,0.02806567,0.07982159
1237654880740114614,GALAXY,0.1577078,20.54062,18.6263,17.5273,17.06073,16.6878,0.1315416,0.01195912,0.007299858,0.006793282,0.01710516
1237671991342596405,STAR,0.0004188439,21.86431,20.87208,20.6802,20.53909,20.39442,0.1754643,0.03369769,0.03877057,0.04625467,0.1494877
1237658312402928062,GALAXY,0.5296668,23.14868,21.69099,20.44901,19.47419,18.89338,0.8967889,0.1024351,0.04958265,0.03224567,0.08603846
1237667912746991688,STAR,-0.0003322609,20.37965,19.44395,19.46216,19.54412,19.48059,0.05964206,0.0117593,0.01453481,0.01911026,0.05717506
1237671142019629888,GALAXY,0.5658955,23.10205,22.09187,20.36889,19.28756,18.81577,0.4874501,0.1125874,0.03775221,0.02244196,0.04235212
1237678581430092484,QSO,1.827835,21.82744,21.35681,21.53452,21.55104,21.92565,0.3023235,0.05677988,0.09374209,0.147659,0.6221595
1237680099697885554,GALAXY,0.8054275,23.6847,21.34746,21.0281,20.05845,19.84063,1.975515,0.1151478,0.1327542,0.0864258,0.2460342
1237657595682751263,GALAXY,0.4902162,25.2176,21.67034,20.19418,19.3144,18.7987,1.244331,0.1252828,0.0559464,0.03728157,0.07131922
1237669766547702062,GALAXY,0.5287585,23.73844,21.30243,19.42512,18.58691,18.19361,3.651337,0.201694,0.06293172,0.03691524,0.1014779
1237680333247283420,GALAXY,0.1421539,21.00226,19.01812,17.98629,17.5735,17.26126,0.1785431,0.01463568,0.008953241,0.008993666,0.01856502
1237666183498171028,QSO,0.5131968,21.86717,21.44311,20.93008,20.53744,20.00767,0.1872784,0.0578353,0.04714191,0.05148825,0.1212649
1237657771785191575,GALAXY,0.5526159,25.15484,22.06977,20.73763,19.80039,19.10306,1.840664,0.16771,0.07434592,0.05461271,0.106651
1237666215681917581,GALAXY,0.7108386,21.85,21.48781,20.71064,19.81814,19.21666,0.2675343,0.0900715,0.06616609,0.04510429,0.08563865
1237657630045242289,GALAXY,0.5497154,24.85552,22.64964,21.05517,20.03159,19.51576,1.014423,0.1895028,0.06577275,0.0382516,0.07168924
1237678894430683441,QSO,2.59052,21.22971,20.39788,20.4081,20.40579,19.99788,0.1303996,0.02584413,0.03511225,0.05005307,0.1666035
1237667783353630819,GALAXY,0.07333363,18.23038,16.29238,15.34232,14.90471,14.59031,0.0294381,0.003988586,0.00296196,0.002955234,0.005051469
1237652943703179509,STAR,-0.0002233401,20.51994,19.44861,19.00444,18.83653,18.72597,0.07267448,0.01398968,0.01246043,0.01399253,0.04424279
1237664836999512298,GALAXY,0.09126076,18.56472,17.29991,16.83148,16.5496,16.43125,0.04216448,0.00928932,0.006982634,0.009067095,0.01938654
1237651273489908273,STAR,-0.0001923005,21.72898,20.90239,20.30866,20.13773,19.89097,0.1598647,0.04237014,0.0324732,0.03702888,0.09641515
1237656495639888598,GALAXY,0.7278801,22.44378,22.17838,20.83628,19.6283,19.07771,0.5148152,0.1475479,0.0678367,0.0345624,0.08675754
1237661872416752189,GALAXY,0.4091799,22.3806,21.27586,19.4902,18.83945,18.39046,0.3546403,0.05721435,0.020479,0.01690612,0.0412322
1237673328149594409,STAR,0.0001706249,19.23185,17.54223,16.98202,16.81347,16.71475,0.05422527,0.007539283,0.006019027,0.006531979,0.01086781
1237678892816467085,GALAXY,0.4708703,26.14575,22.51618,20.78577,19.9527,19.3722,0.7104583,0.2161171,0.08452219,0.05954704,0.1279746
1237667108501324116,GALAXY,0.2931751,22.01602,19.95944,18.32068,17.74453,17.38878,0.3203285,0.02525027,0.01110526,0.01000338,0.0262255
1237663478723576750,GALAXY,0.6614065,23.34415,22.78605,20.79718,19.58544,19.13086,1.37145,0.4085705,0.09574868,0.04674657,0.1215417
1237679580010775187,GALAXY,0.6322455,22.46888,24.30503,21.69904,20.64353,19.78136,0.7919633,0.9951295,0.1777493,0.1001543,0.1683805
1237664877807075973,GALAXY,0.8247691,23.60539,22.96103,21.99765,21.22307,21.39573,0.8045846,0.201826,0.1260986,0.08013576,0.3214256
1237664285635707224,GALAXY,0.1170447,20.25066,18.33805,17.29868,16.85712,16.47021,0.0802157,0.009190192,0.005979326,0.005482471,0.009989773
1237666300016787579,STAR,1.129954e-05,21.01731,19.42103,18.85914,18.66007,18.53261,0.1097934,0.01421973,0.01137035,0.01195177,0.02861411
1237665103827632930,GALAXY,0.5815743,27.32513,21.9819,20.27073,19.17186,18.59708,0.3137472,0.167702,0.05170717,0.0304378,0.06526253
1237663916275138772,GALAXY,0.03583756,19.13988,17.21064,16.46434,16.12342,15.87254,0.08414258,0.007005345,0.005594979,0.005935319,0.01443804
1237667782295093294,GALAXY,0.09025081,19.79961,18.17991,17.33142,16.80065,16.51894,0.05952971,0.008598268,0.005949713,0.005432191,0.01266849
1237662266465846519,GALAXY,0.578465,22.44344,21.77813,20.46512,19.63493,19.23429,0.4481194,0.1206062,0.05320648,0.04065312,0.1076684
1237659330320007654,STAR,-0.0006985407,24.66895,21.24927,20.95498,20.74619,20.9488,1.268204,0.05332949,0.0561715,0.06244152,0.3279053
1237655176009679014,STAR,0.000694606,24.65511,21.26409,20.8239,20.83266,21.30733,1.367761,0.06322818,0.05837731,0.07253476,0.3630651
1237661381695111751,QSO,1.812879,20.15636,20.02607,20.00987,19.83607,19.86535,0.0396603,0.01713349,0.02109601,0.02220572,0.06513122
1237665569827651772,GALAXY,0.1283426,18.47917,17.29391,16.6958,16.35299,16.15598,0.04710092,0.006429081,0.005345609,0.005517893,0.01415328
1237667912209727576,STAR,6.891641e-05,18.55379,17.61352,17.36423,17.27673,17.24071,0.01738484,0.005493222,0.005631235,0.006454906,0.01164444
1237653472514408826,GALAXY,0.5767937,22.64569,22.91144,21.01832,19.83823,19.21994,0.5250915,0.3155975,0.08275759,0.04702626,0.09762958
1237651272420622617,STAR,-0.0001940677,21.61873,19.20745,18.23616,17.90619,17.75406,0.1543625,0.01258721,0.008189231,0.008086604,0.02050249
1237668349754213102,GALAXY,0.414975,25.42771,20.78709,19.02076,18.32239,17.98154,1.683702,0.06187808,0.02150371,0.01657565,0.04598378
1237658300074099274,GALAXY,0.6208442,22.7148,21.84331,20.44364,19.59784,19.09079,0.6094941,0.1256131,0.05026564,0.03775972,0.07640893
1237678623316836436,QSO,2.713824,20.76436,19.94183,19.85261,19.77752,19.88544,0.09063339,0.01795009,0.02186002,0.02369617,0.1078147
1237663783665860659,STAR,0.0007996626,19.25194,16.95049,16.08807,15.75585,15.57163,0.02389837,0.00489001,0.005453146,0.005883313,0.00655694
1237659895637475720,GALAXY,0.06248744,18.73447,16.81628,15.93611,15.53678,15.20644,0.0286667,0.004214787,0.003353052,0.003345456,0.006089314
1237659324959162469,STAR,-0.000295466,18.79201,17.45815,16.95957,16.77192,16.67911,0.02208615,0.005313379,0.00537355,0.005778324,0.009801426
1237665024368574682,QSO,1.566025,21.00661,20.79543,20.73718,20.43481,20.4737,0.08306915,0.02877473,0.03688434,0.03957567,0.1273111
1237661465446318189,GALAXY,0.04172336,19.19148,18.0014,17.51588,17.18423,17.05604,0.05324081,0.01076908,0.008218247,0.009499298,0.02590145
1237662301372744286,STAR,-0.0001597202,25.88586,22.71863,21.31169,20.25317,19.56936,0.4502244,0.1313682,0.0572808,0.03309043,0.06383955
1237679476933329571,GALAXY,0.334154,22.84342,20.0786,18.47499,17.8969,17.44769,1.220015,0.04279922,0.01580298,0.01405505,0.03292723
1237671990263022144,GALAXY,0.4270525,24.57917,21.69072,20.07673,19.31718,19.06675,1.049129,0.0846084,0.02943819,0.02204951,0.06233719
1237679323396374884,GALAXY,1.05498,24.92266,22.49159,21.95867,21.5876,20.67847,1.841668,0.1633831,0.1541026,0.1674011,0.2994968
1237679322324730500,GALAXY,0.7713839,23.44565,21.77564,21.2624,21.10395,20.32418,1.220892,0.0885608,0.07385746,0.09424957,0.1619493
1237667255080059292,GALAXY,0.9584131,24.32441,23.41604,21.72315,23.67767,22.59275,1.631528,0.5358052,0.1695489,1.216927,1.2981
1237678881545061020,QSO,1.579462,21.96374,21.59123,21.21799,20.86147,20.31873,0.2690268,0.06866919,0.06900822,0.0726736,0.1471727
1237663716555554998,STAR,-1.772655e-05,20.99271,18.33108,17.14383,16.68078,16.45646,0.08678415,0.007292182,0.005464705,0.005169757,0.008210172
1237659144559264174,GALAXY,0.360092,22.07442,20.54667,18.8122,18.22865,17.85169,0.3853179,0.04144061,0.01660536,0.01565319,0.03829267
1237667206211305671,STAR,2.892422e-06,17.77015,16.74187,16.45995,16.38214,16.39434,0.01497178,0.004744099,0.004813399,0.005262808,0.0084687
1237661069797883997,STAR,2.950152e-05,21.12081,18.56812,17.05963,15.91355,15.25245,0.08544177,0.007618228,0.004916681,0.004055202,0.00543553
1237651272420295158,QSO,1.899272,22.05471,21.5859,21.51451,20.95377,21.11753,0.2138608,0.06739467,0.0868244,0.06962518,0.2762931
1237665126948733112,GALAXY,0.06004082,19.36024,17.64348,16.90636,16.5577,16.26356,0.04589571,0.006344907,0.005039349,0.005242029,0.01176233
1237661382232440987,STAR,0.0004610307,19.55951,18.38804,18.52341,18.6502,18.8064,0.0281875,0.007343415,0.008617576,0.01052774,0.02808444
1237655177083552394,GALAXY,0.4938222,22.58171,22.08972,20.2345,19.39774,18.82562,0.6379516,0.1600775,0.04566354,0.02804041,0.07296395
1237661137960632619,GALAXY,0.1294226,19.70411,18.44865,17.65859,17.28364,17.02662,0.05305323,0.00915412,0.007040747,0.007475649,0.02108022
1237661210970226821,STAR,-8.924745e-05,20.44075,19.31502,18.89522,18.74545,18.5721,0.04455895,0.01041925,0.009670858,0.01084505,0.02823017
1237651822180566080,GALAXY,0.699605,23.98868,22.68861,20.95655,19.95143,19.45396,1.458572,0.2322885,0.07292566,0.0487435,0.1179207
1237661066023731889,QSO,2.646746,23.33654,21.63601,21.42605,21.41413,20.7296,0.5121253,0.06280373,0.06678383,0.09126009,0.1812186
1237657628446491459,GALAXY,0.5193602,23.96781,23.02222,21.5413,20.53077,19.77185,0.885316,0.1976848,0.07860298,0.05104833,0.09513571
1237668502759801343,QSO,1.721157,21.30635,21.32421,21.28552,21.01595,20.87565,0.1098338,0.04457238,0.05149911,0.06231114,0.2238486
1237651800699306587,STAR,0.0001188112,24.80728,22.46732,20.9936,19.87166,19.24708,1.063146,0.1690731,0.06460376,0.03879172,0.08376783
1237651495222247884,QSO,3.041504,23.77093,20.82623,20.48756,20.40722,20.63342,0.9880645,0.04024871,0.04675657,0.05177476,0.2151599
1237660344474796601,GALAXY,0.5084487,22.99163,22.10884,20.55812,19.55174,19.02638,0.6390011,0.1411303,0.05868975,0.04210558,0.0881275
1237660583371931883,GALAXY,0.05166416,18.60011,17.24107,16.65467,16.34993,16.13013,0.02475777,0.0049536,0.004392263,0.004688225,0.01050931
